Sample_ID,Num_of_formulas,Comp.mol.R2,Comp.mol.slope,C.mol.R2,C.mol.slope,Comp.R2_C.R2_Ratio,Comp.Slope_C.Slope_Ratio
ECA2_0028_08,219,0.680450137131278,0.893406088468683,0.518063097465214,0.7441966189437,1.31345031225075,1.200497376267
ECA2_0028_09,483,0.709061126832866,1.1092705332006,0.366853570390048,0.577164105474108,1.93281784358531,1.92193264043923
ECA2_0028_10,306,0.741991729732453,0.847740453493092,0.559452123793922,0.620446176083659,1.32628280093145,1.36634004071738
ECA2_0029_01,243,0.782714772897511,0.97079513723969,0.457834983078122,0.656210994608887,1.70960018746307,1.479394806267
ECA2_0029_02,292,0.780586507838318,0.919874552892897,0.585639806152458,0.717328157655249,1.33287816100928,1.2823622536995
ECA2_0029_03,934,0.816782816875816,1.03376156002666,0.359986084754689,0.527680259241501,2.26892885993749,1.95906809459314
ECA2_0029_04,656,0.752014838986417,1.01316233632851,0.525368131973446,0.658613805707642,1.43140551019266,1.53832538514726
ECA2_0029_05,538,0.696178101713131,0.96418697763562,0.423035815988102,0.643034692574352,1.64567177388288,1.49943228377858
ECA2_0029_06,636,0.765485276442267,1.08281792130354,0.326735711979578,0.535822530567309,2.34282708738649,2.02085179239681
ECA2_0029_07,551,0.705353319788778,0.888375895719425,0.427089533000888,0.598518436690402,1.65153501850702,1.4842916128563
ECA2_0029_08,638,0.760976407251479,1.10224584361386,0.289784455184195,0.519797068709276,2.62600837842658,2.12053108793184
ECA2_0029_09,1054,0.813916262969271,0.882515222186342,0.432298081546499,0.544821853968481,1.88276630804739,1.61982346295051
ECA2_0029_10,1081,0.798445394202556,0.889423310411733,0.538886230326763,0.616000264149707,1.48165855660926,1.44386839125701
ECA2_0033_01,2565,0.814807971127091,1.11286309772791,0.30675832712383,0.517372474456394,2.65618859891023,2.15099015249546
ECA2_0033_02,2805,0.801120853969656,1.10310854005297,0.279902213141368,0.50543239652493,2.86214547923221,2.18250461908917
ECA2_0033_03,2638,0.818358568383361,1.11022027477976,0.2634894497484,0.486385342914007,3.10584947201792,2.2825940192364
ECA2_0033_04,2021,0.808153651381771,1.01744222798301,0.493202200549521,0.652292429444963,1.63858484508247,1.55979462899601
ECA2_0033_05,2548,0.784478618875543,1.14587855918052,0.365741016360565,0.58215005243879,2.14490194914908,1.96835601814363
ECA2_0033_06,2445,0.812279255578938,1.15865124696049,0.30044503281116,0.531951495236445,2.70358690233193,2.17811446595424
ECA2_0033_08,1617,0.784316958034983,1.17915011346339,0.334746257146095,0.558015087898327,2.34301935060227,2.11311510931446
ECA2_0033_09,2621,0.814444611416786,1.10122243361598,0.29156099705942,0.531705927587145,2.79339355960154,2.07111182418686
ECA2_0033_10,2477,0.798046163618167,1.16274952393351,0.318833532797037,0.552392765260054,2.50301828862583,2.10493257163879
ECA2_0034_01,384,0.658720802773397,1.04658328884845,0.526978255301881,0.775386647538906,1.24999617374354,1.34975665646336
ECA2_0034_02,240,0.763526977066415,1.02109262531562,0.454647232711801,0.671977653530075,1.67938331552633,1.51953360346368
ECA2_0034_03,651,0.721627065926403,1.07792099400555,0.438639144038949,0.604294242525714,1.64514972211948,1.78376843290822
ECA2_0034_04,717,0.789522948271699,1.11238677933047,0.301587528442901,0.519587396274077,2.61788991192047,2.14090408525556
ECA2_0034_05,1245,0.786469593745191,0.935841859186372,0.569905513170435,0.741639614004604,1.37999997468,1.26185527514252
ECA2_0034_06,1202,0.743535321267927,1.1891825976788,0.615399425038396,0.766614181779602,1.20821582051614,1.5512139299566
